FID,OBJECTID_1,id,ID_FIETS,X,Y,OBJECTID,tblalgemen,IDfietsens,MCSCode,MCSCodefie,MCSCodef_1,tblintermo,Positie,Betalend,Toegangsco,Afgesloten,Typevanafs,Eigenaarte,Infrastruc,Plaatsenfi,Plaatsen_1,Plaatsenba,Plaatsen_2,Plaatsenbr,Plaatsen_3,Plaatsenel,Plaatsen_4,Plaatsen_5,Plaatsen_6,Plaatsento,Plaatsen_7,Plaatsen_8,Camerabewa,voldoendev,X_WGS,Y_WGS
880,881,515,0,"211318,860 m","135498,848 m",308,Huy,515,41250029814,0, ,Emplacement v‚los f4,Place Horta,0,0,1,omheining,Ville/Commune,· l'air libre,0,42,0,0,0,0,0,0,0,0,42,42,0,0,-1,"4° 20' 4,295"" E","50° 50' 16,823"" N"
881,882,1060,0,"211334,945 m","135509,853 m",309,Huy,1060,41250029814,0, ,Emplacement v‚los f2,Esplanade de l'Europe,0,0,1,omheining,Ville/Commune,· l'air libre,38,0,0,0,0,0,0,0,0,0,38,38,0,0,-1,"4° 20' 4,563"" E","50° 50' 17,460"" N"
882,883,571,0,"210399,819 m","135596,355 m",310,Statte,571,41250031616,0, ,Emplacement v‚los f5,Rue de France,-1,-1,1,omheining,SNCB,Abri couvert,156,0,0,0,0,0,0,0,0,0,156,156,0,-1,-1,"4° 19' 56,026"" E","50° 50' 8,706"" N"
883,884,444,0,"201505,375 m","132018,196 m",311,Andenne,444,41250040406,0, ,Emplacement v‚los f1,Couloir principale Fonsny,-1,0,1,omheining,SNCB,Autre,14,0,0,0,0,0,0,0,0,0,14,14,0,0,-1,"4° 20' 10,842"" E","50° 50' 10,409"" N"
884,885,471,0,"200545,015 m","132088,821 m",312,Chateau-de-seilles,471,41250042001,0, ,Fietsenstalling f3,Ingang perron 2 Spoorwegstraat,0,0,0, ,NMBS,Overdekt (luifel),10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,"4° 17' 34,805"" E","50° 47' 28,850"" N"
885,886,567,0,"196643,682 m","131438,200 m",313,Sclaigneaux,567,41250045903,0, ,Fietsenstalling f5,Ingang perron 2 Spoorwegstraat,0,0,0, ,NMBS,Overdekt (luifel),10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,"4° 17' 32,915"" E","50° 47' 26,241"" N"
886,887,545,0,"194612,852 m","128996,185 m",314,Nameche,545,41250049002,0, ,Fietsenstalling f4,Ingang perron 2 Spoorwegstraat,0,0,0, ,NMBS,Openlucht,0,12,0,0,0,0,0,0,0,0,12,12,0,0,0,"4° 17' 32,791"" E","50° 47' 26,088"" N"
887,888,1055,0,"232620,519 m","144532,171 m",315,Ougr‚e,1055,41251005704,0, ,Fietsenstalling f1,Stationsplein (naast ingang perron1),0,0,0, ,NMBS,Overdekt (luifel),30,0,0,0,0,0,0,0,0,0,30,30,0,0,0,"4° 17' 37,050"" E","50° 47' 28,744"" N"
888,889,1054,0,"231027,022 m","144849,034 m",316,Seraing,1054,41251007202,0, ,Fietsenstalling f2,Stationsplein,0,0,0, ,NMBS,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"4° 17' 37,708"" E","50° 47' 28,591"" N"
889,890,565,0,"182652,741 m","127544,461 m",317,Ronet,565,41300063042,0, ,Fietsenstalling f1,Aan ingang Sashoek,0,0,0, ,NMBS,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"4° 16' 20,537"" E","50° 46' 1,300"" N"
890,891,485,0,"181107,135 m","127370,689 m",318,Flawinne,485,41300065001,0, ,Fietsenstalling f3,Aan ingang Stationstraat,0,0,0, ,NMBS,Overdekt (luifel),5,5,0,0,0,0,0,0,0,0,10,10,0,0,-1,"4° 16' 21,595"" E","50° 46' 0,038"" N"
891,892,488,0,"178006,337 m","125893,427 m",319,Floreffe,488,41300068301,0, ,Fietsenstalling f2,Aan ingang Stationstraat,0,0,0, ,NMBS,Overdekt (luifel),10,0,0,0,0,0,0,0,0,0,10,10,0,0,-1,"4° 16' 23,421"" E","50° 46' 1,745"" N"
892,893,494,0,"175893,269 m","125511,159 m",320,Franiere,494,41300070401,0, ,Fietsenstalling f2,Stationsplein Pallieterweidestraat,0,0,0, ,NMBS,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"4° 15' 25,014"" E","50° 45' 4,832"" N"
893,894,544,0,"173139,495 m","126952,656 m",321,Moustier,544,41300074501,0, ,Fietsenstalling f1,Stationsplein Pallieterweidestraat,0,0,0, ,NMBS,Overdekt (luifel),26,0,0,0,0,0,0,0,0,0,26,26,0,0,-1,"4° 15' 24,549"" E","50° 45' 4,342"" N"
894,895,519,0,"170861,320 m","126740,271 m",322,Jemeppe-sur-sambre,519,41300076801,0, ,Fietsenstalling f1,Stationplein/vdpeereboomstraat,0,0,0, ,SNCB,Overdekt (luifel),366,176,0,0,0,0,0,0,0,0,542,542,0,-1,-1,"4° 14' 21,914"" E","50° 44' 3,366"" N"
895,896,553,0,"169950,882 m","163146,411 m",323,Pecrot,553,41390013901,0, ,Fietspunt f2,Vandepeereboomstraat,-1,-1,0, ,NMBS,Fietsgebouw,280,0,0,0,0,0,0,0,0,0,280,280,0,0,-1,"4° 14' 27,209"" E","50° 44' 6,675"" N"
896,897,1069,0,"169946,934 m","163146,926 m",324,Pecrot,1069,41390013901,0, ,Fietsenstalling f3,Graankaai (nabij passerelle),0,0,0, , ,Openlucht,110,100,0,0,0,0,0,0,0,0,210,210,0,0,0,"4° 14' 26,691"" E","50° 44' 9,825"" N"
897,898,448,0,"170726,165 m","160465,746 m",325,Archennes,448,41390016901,0, ,Fietsenstalling f2,Brouwerijgang Aan ingang perron 2,0,0,0, ,Infrabel,Overdekt (luifel),10,0,0,0,0,0,0,0,0,0,10,10,0,0,-1,"4° 13' 11,089"" E","50° 42' 55,219"" N"
898,899,587,0,"166721,014 m","156217,079 m",326,Wavre,587,41390023002,0, ,Fietsenstalling f3,Op perron 2,0,0,0, ,Infrabel,Openlucht,0,16,0,0,0,0,0,0,0,0,16,16,0,0,-1,"4° 13' 9,524"" E","50° 42' 53,276"" N"
899,900,461,0,"165743,745 m","155015,058 m",327,Bierges-walibi,461,41390024602,0, ,Fietsenstalling f1,Victor Rousseaulaan/Denayerlaan,0,0,0, ,Stad/Gemeente,Openlucht,0,4,0,0,0,0,0,0,0,0,4,4,0,0,-1,"4° 19' 12,607"" E","50° 48' 34,054"" N"
900,901,529,0,"164572,516 m","153396,303 m",328,Limal,529,41390025905,0, ,Fietsenstalling f2,Victor Rousseaulaan,0,0,0, ,NMBS,Openlucht,0,4,0,0,0,0,0,0,0,0,4,4,0,0,-1,"4° 19' 8,476"" E","50° 48' 35,717"" N"
901,902,468,0,"173367,871 m","138637,229 m",329,Chapelle-dieu,468,41440001001,0, ,Fietsenstalling f3,Perron 1,0,0,0, ,NMBS,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"4° 19' 10,685"" E","50° 48' 36,719"" N"
904,905,516,0,"186048,015 m","127245,044 m",332,Jambes,516,41540063501,0, ,Fietsenstalling f1,Perron 1,0,0,0, ,NMBS,Openlucht,0,8,0,0,0,0,0,0,0,0,8,8,0,0,-1,"4° 19' 22,320"" E","50° 48' 9,690"" N"
905,906,824,0,"186018,558 m","127237,151 m",333,Jambes,824,41540063501,0, ,Fietsenstalling f3,E. Van Ophemstraat,0,0,1,omheining,NMBS,Overdekt (luifel),84,0,0,0,0,0,0,0,0,0,84,84,0,0,-1,"4° 19' 51,129"" E","50° 47' 31,477"" N"
906,907,1067,0,"186180,072 m","117703,100 m",334,Lustin,1067,41540074207,0, ,Fietsenstalling f1,Dieweg rechtover ingang station,0,0,1,omheining,NMBS,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"4° 19' 52,431"" E","50° 47' 32,294"" N"
907,908,827,0,"185618,611 m","115450,726 m",335,Godinne,827,41540077108,0, ,Fietsenstalling f5,Dieweg (Naast ingang perron),0,0,1,omheining,NMBS,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"4° 19' 51,822"" E","50° 47' 31,850"" N"
908,909,501,0,"185457,598 m","115393,646 m",336,Godinne,501,41540077108,0, ,Fietsenstalling f2,Fran‡ois Vervloetstraat,0,0,1,omheining,Stad/Gemeente,Openlucht,0,10,0,0,0,0,0,0,0,0,10,10,0,0,-1,"4° 19' 49,181"" E","50° 47' 31,912"" N"
909,910,1068,0,"186314,740 m","112284,547 m",337,Yvoir,1068,41540081001,0, ,Fietsenstalling f1,Maassquare,0,0,1,muur - omheining,Infrabel,Openlucht,0,20,0,0,0,0,0,0,0,0,20,20,0,0,-1,"4° 20' 15,909"" E","50° 46' 27,736"" N"
910,911,589,0,"186316,518 m","112297,942 m",338,Yvoir,589,41540081001,0, ,Fietsenstalling f1,Perkstraat (Aan ingang Perron 2),0,0,0, ,Infrabel,Openlucht,0,12,0,0,0,0,0,0,0,0,12,12,0,0,-1,"4° 21' 9,511"" E","50° 46' 4,542"" N"
902,903,831,0,"188473,830 m","105674,325 m",330,Dinant,831,41540088401,0, ,Fietsenstalling f4,Zoni‰nwoudlaan,0,0,0, ,Stad/Gemeente,Overdekt (luifel),8,0,0,0,0,0,0,0,0,0,8,8,0,0,-1,"4° 21' 39,743"" E","50° 44' 53,345"" N"
903,904,478,0,"188427,781 m","105730,495 m",331,Dinant,478,41540088401,0, ,Fietsenstalling f3,Zoni‰nwoudlaan,0,0,0, ,Stad/Gemeente,Openlucht,0,10,0,0,0,0,0,0,0,0,10,10,0,0,-1,"4° 21' 39,784"" E","50° 44' 53,260"" N"
911,912,1052,0,"159062,381 m","158618,988 m",339,La hulpe,1052,41610020610,0, ,Fietsenstalling f2,Stationsplein,0,0,0, ,NMBS,Openlucht,0,60,0,0,0,0,0,0,0,0,60,60,0,0,-1,"4° 21' 37,223"" E","50° 44' 54,288"" N"
912,913,521,0,"159038,482 m","158626,324 m",340,La hulpe,521,41610020610,0, ,Fietsenstalling f1,Naast Stationsgebouw (Graspleintje),0,0,0, ,Infrabel,Openlucht,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,"4° 21' 37,620"" E","50° 44' 55,537"" N"
913,914,828,0,"160300,893 m","157248,919 m",341,Genval,828,41610022001,0, ,Emplacement v‚los f1,Berlaymont,0,0,0, ,Stad/Gemeente, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4° 22' 46,706"" E","50° 50' 37,706"" N"
914,915,499,0,"160301,616 m","157245,418 m",342,Genval,499,41610022001,0, ,Fietsenstalling f2,Archimedes,0,0,0, ,Stad/Gemeente, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4° 22' 57,136"" E","50° 50' 36,547"" N"
915,916,1051,0,"160393,488 m","157176,777 m",343,Genval,1051,41610022001,0, ,Emplacement v‚los f1,Entr‚e principale,0,0,1,Ratelier SNCB,SNCB,Abri couvert,120,0,0,0,0,0,0,0,0,0,120,120,0,-1,-1,"4° 22' 18,105"" E","50° 50' 19,633"" N"
916,917,563,0,"161495,957 m","155834,485 m",344,Rixensart,563,41610024601,0, ,Emplacement v‚los f3,Sur la dalle du parlement,0,0,1,Ratelier SNCB,SNCB,Abri couvert,96,0,0,0,0,0,0,0,0,0,96,96,0,0,0,"4° 22' 20,651"" E","50° 50' 18,155"" N"
917,918,559,0,"162459,811 m","154343,296 m",345,Profondsart,559,41610026001,0, ,Emplacement v‚los f2,Entr‚e de la gare,-1,-1,1,Ratelier SNCB,SNCB,Local,54,0,0,0,0,0,0,0,0,0,54,54,0,-1,-1,"4° 22' 18,408"" E","50° 50' 19,683"" N"
918,919,551,0,"164218,280 m","151314,064 m",346,Ottignies,551,41610028538,0, ,Fietsenstalling f1,Mouterijstraat (Naast ingang perrons),0,0,0, ,Stad/Gemeente,Openlucht,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,"4° 22' 41,594"" E","50° 49' 49,806"" N"
919,920,811,0,"164214,612 m","151319,511 m",347,Ottignies,811,41610028538,0, ,Fietsenstalling f2,Mouterijstraat,0,0,0, ,Stad/Gemeente,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"4° 22' 42,263"" E","50° 49' 49,345"" N"
920,921,810,0,"164179,041 m","151441,451 m",348,Ottignies,810,41610028538,0, ,Fietsenstalling f3,Philippe Baucqstraat,0,0,0, ,Stad/Gemeente,Openlucht,0,10,0,0,0,0,0,0,0,0,10,10,0,0,-1,"4° 22' 46,516"" E","50° 49' 51,115"" N"
921,922,814,0,"164223,727 m","151419,553 m",349,Ottignies,814,41610028538,0, ,Fietsenstalling f4,Croonlaan,0,0,0, ,Stad/Gemeente,Openlucht,0,12,0,0,0,0,0,0,0,0,12,12,0,0,-1,"4° 22' 38,410"" E","50° 49' 50,598"" N"
922,923,1064,0,"164246,181 m","151376,924 m",350,Ottignies,1064,41610028538,0, ,Fietsenstalling f5,Luikenaarsstraat,0,0,0, ,Stad/Gemeente,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"4° 22' 40,254"" E","50° 49' 47,858"" N"
923,924,809,0,"164206,720 m","151439,617 m",351,Ottignies,809,41610028538,0, ,Fietsenstalling f6,Brouwerijstraat,0,0,0, ,Stad/Gemeente,Openlucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"4° 22' 38,771"" E","50° 49' 48,874"" N"
924,925,813,0,"164047,096 m","151420,665 m",352,Ottignies,813,41610028538,0, ,Fietsenstalling f1,Sur la passerelle,0,0,0, ,SNCB,Abri couvert,24,0,0,0,0,0,0,0,0,0,24,24,0,-1,-1,"4° 23' 17,600"" E","50° 49' 21,524"" N"
925,926,543,0,"167262,796 m","147522,730 m",353,Mont-saint-guibert,543,41610034201,0, ,Emplacement v‚los f2,A cot‚ de la gare et de la passerelle,0,0,0, ,SNCB,· l'air libre,0,36,0,0,0,0,0,0,0,0,36,36,0,0,-1,"4° 23' 17,159"" E","50° 49' 21,682"" N"
926,927,543,0,"168894,545 m","145573,457 m",354,Mont-saint-guibert,543,41610034201,0, ,Fietsenstalling f1,Parking Station,0,0,1,luifel constructie,NMBS,Overdekt (luifel),26,0,0,0,0,0,0,0,0,0,26,26,0,0,-1,"4° 23' 55,130"" E","50° 48' 32,920"" N"
927,928,470,0,"169899,028 m","144191,037 m",355,Chastre,470,41610039001,0, ,Fietsenstalling f2,Parking,0,0,0, ,NMBS,Overdekt (luifel),8,0,0,0,0,0,0,0,0,0,8,8,0,0,-1,"4° 24' 26,129"" E","50° 47' 43,852"" N"
928,929,481,0,"171243,821 m","142315,962 m",356,Ernage,481,41610041401,0, ,Fietsenstalling f4,Terhulpsesteenweg,0,0,0, ,Stad/Gemeente,Openlucht,0,14,0,0,0,0,0,0,0,0,14,14,0,0,-1,"4° 24' 23,993"" E","50° 47' 46,083"" N"
929,930,1073,0,"171154,895 m","142457,800 m",357,Ernage,1073,41610041401,0, ,Fietsenstalling f1,Terhulpsesteenweg (Ingang Parking),0,0,0, ,NMBS,Openlucht,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,"4° 24' 28,311"" E","50° 47' 43,379"" N"
930,931,497,0,"172789,700 m","140051,333 m",358,Gembloux,497,41610043301,0, ,Fietsenstalling f1,Perron 1,0,0,0, ,Infrabel,Openlucht,0,18,0,0,0,0,0,0,0,0,18,18,0,0,0,"4° 26' 53,896"" E","50° 46' 0,057"" N"
931,932,806,0,"172775,028 m","140052,667 m",359,Gembloux,806,41610043301,0, ,Fietsenstalling f2,Ildefonse Vandammestraat (Onder Brug),0,0,0, ,Infrabel,Overdekt (luifel),24,0,0,0,0,0,0,0,0,0,24,24,0,0,-1,"4° 26' 53,234"" E","50° 45' 59,453"" N"
932,933,805,0,"172819,046 m","140017,986 m",360,Gembloux,805,41610043301,0, ,Fietsenstalling f3,Parking Station,0,0,0, ,NMBS,Openlucht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,"4° 26' 53,578"" E","50° 46' 0,773"" N"
933,934,804,0,"172791,812 m","140053,000 m",361,Gembloux,804,41610043301,0, ,Fietsenstalling f1,Albert Vanlaethemstraat,0,0,0, ,Infrabel,Overdekt (luifel),18,0,0,0,0,0,0,0,0,0,18,18,0,0,-1,"4° 28' 3,337"" E","50° 45' 36,862"" N"
934,935,802,0,"172879,628 m","140048,999 m",362,Gembloux,802,41610043301,0, ,Fietsenstalling f2,Charles Melottestraat,0,0,0, ,Infrabel,Overdekt (luifel),48,0,0,0,0,0,0,0,0,0,48,48,0,0,-1,"4° 27' 44,226"" E","50° 45' 43,226"" N"
935,936,803,0,"172896,190 m","140028,323 m",363,Gembloux,803,41610043301,0, ,Emplacement v‚los f1,cot‚ quai 1 rue Pouplin,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"5° 33' 38,048"" E","50° 38' 27,139"" N"
936,937,530,0,"174968,960 m","137921,150 m",364,Lonzee,530,41610047001,0, ,Emplacement v‚los f1,Parking cadran rue fond St Servais,0,0,0, ,SNCB,Places couvertes,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,"5° 34' 6,604"" E","50° 38' 48,952"" N"
937,938,460,0,"176951,525 m","135969,654 m",365,Beuzet,460,41610049701,0, ,Emplacement v‚los f1,Rue en grande foxhalle accès csv,0,0,0, ,SNCB,Abri couvert,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 37' 17,945"" E","50° 39' 41,335"" N"
938,939,572,0,"178328,221 m","134587,066 m",366,St-denis-bovesse,572,41610051001,0, ,Emplacement v‚los f1,Route de Herm‚e,0,0,0, ,SNCB,· l'air libre,24,0,0,0,0,0,0,0,0,0,24,24,0,0,0,"5° 35' 54,135"" E","50° 41' 35,762"" N"
939,940,561,0,"180716,736 m","132133,746 m",367,Rhisnes,561,41610054501,0, ,Emplacement v‚los f2,gauche gare accès quai 1,0,0,0, ,SNCB,Abri couvert,48,0,0,0,6,0,0,0,0,0,54,48,6,0,-1,"5° 14' 55,635"" E","50° 41' 42,161"" N"
940,941,1082,0,"185003,335 m","128749,752 m",368,Namur,1082,41610061502,0, ,Emplacement v‚los f1,Rue du vicinal accès voie 4,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"5° 14' 51,491"" E","50° 41' 41,895"" N"
941,942,1083,0,"185017,230 m","128751,531 m",369,Namur,1083,41610061502,0, ,Emplacement v‚los f1,Rue haute voie accès quai 2,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"5° 17' 4,946"" E","50° 41' 8,762"" N"
942,943,829,0,"185193,972 m","128901,928 m",370,Namur,829,41610061502,0, ,Emplacement v‚los f1,Rue jules m‚lotte accès quai 1,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 19' 8,344"" E","50° 40' 45,348"" N"
943,944,1062,0,"185184,412 m","128896,593 m",371,Namur,1062,41610061502,0, ,Emplacement v‚los f2,quai 2,0,0,0,Autre,SNCB,Abri couvert,18,0,0,0,0,0,0,0,0,0,18,18,0,0,0,"5° 19' 9,921"" E","50° 40' 45,761"" N"
944,945,1079,0,"185091,428 m","128738,303 m",372,Namur,1079,41610061502,0, ,Emplacement v‚los f1,Rue Joseph d‚sir accès quai 1,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 21' 54,968"" E","50° 40' 13,895"" N"
945,946,517,0,"186339,459 m","127261,314 m",373,Jambes-est,517,41620063901,0, ,Emplacement v‚los f1,Rue Robert Beelen,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 27' 24,651"" E","50° 39' 31,430"" N"
946,947,477,0,"186604,821 m","124364,250 m",374,Dave-saint-martin,477,41620066801,0, ,Emplacement v‚los f1,Devant la gare,0,0,0, ,SNCB,Abri couvert,24,0,0,0,0,0,0,0,0,0,24,24,0,0,0,"5° 30' 30,407"" E","50° 39' 43,227"" N"
947,948,547,0,"189852,452 m","123372,995 m",375,Naninne,547,41620069501,0, ,Emplacement v‚los f2,Gauche de la gare,0,0,0, ,SNCB,Places couvertes,0,3,0,0,3,3,0,0,0,0,9,3,6,0,0,"5° 30' 32,540"" E","50° 39' 42,855"" N"
948,949,566,0,"191288,395 m","121897,118 m",376,Sart-bernard,566,41620072001,0, ,Emplacement v‚los f3,a c“t‚ des taxis,0,0,0, , ,Abri couvert,126,0,0,0,20,0,0,0,0,0,146,126,20,0,-1,"5° 34' 2,793"" E","50° 37' 29,324"" N"
949,950,476,0,"194523,603 m","119992,225 m",377,Courriere,476,41620076501,0, ,Emplacement v‚los f1,A droite de la Gare (P1),0,0,0, ,SNCB,Places couvertes,12,0,0,0,0,0,0,0,0,0,12,12,0,0,-1,"5° 35' 53,787"" E","50° 36' 50,282"" N"
950,951,450,0,"196509,697 m","117699,126 m",378,Assesse,450,41620079306,0, ,Emplacement v‚los f1,A droite de l'accès vers le quai 1,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 36' 53,515"" E","50° 36' 31,874"" N"
951,952,548,0,"199296,632 m","114885,347 m",379,Natoye,548,41620084001,0, ,Emplacement v‚los f1, ,0,0,0,Zone verte, ,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 38' 34,821"" E","50° 35' 14,255"" N"
952,953,473,0,"201452,548 m","109149,909 m",380,Ciney,473,41620089201,0, ,Emplacement v‚los f1,Accès entr‚e quai 1,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 41' 14,358"" E","50° 34' 26,203"" N"
953,954,821,0,"201512,740 m","109166,750 m",381,Ciney,821,41620089201,0, ,Emplacement v‚los f1,sur le quai 2,0,0,0, ,SNCB,Abri couvert,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 43' 19,320"" E","50° 33' 55,969"" N"
954,955,522,0,"202634,717 m","106587,654 m",382,Leignon,522,41620093401,0, ,Emplacement v‚los f1,le long du quai 1,0,0,0, ,SNCB,· l'air libre,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 44' 26,702"" E","50° 34' 22,359"" N"
955,956,469,0,"203971,910 m","105897,069 m",383,Chapois,469,41620094901,0, ,Emplacement v‚los f1,sur quai 1,0,0,0, ,SNCB,· l'air libre,6,0,0,0,0,0,0,0,0,0,6,6,0,0,-1,"5° 48' 16,310"" E","50° 34' 7,780"" N"
956,957,510,0,"208888,083 m","104573,006 m",384,Haversin,510,41620100001,0, ,Emplacement v‚los f1,parking voitures + voie 5,1,0,0, ,SNCB,Abri couvert,24,0,0,0,20,0,0,0,0,0,44,24,20,0,0,"5° 51' 9,957"" E","50° 35' 17,972"" N"
957,958,453,0,"216557,509 m","101878,861 m",385,Aye,453,41620109601,0, ,Emplacement v‚los f1,Rue de la banque accès quai 1,0,0,0, ,Infrabel,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 51' 45,650"" E","50° 35' 29,190"" N"
958,959,817,0,"217501,660 m","99499,683 m",386,Marloie,817,41620112603,0, ,Emplacement v‚los f1,cot‚ rue their de villers accès quai 1,0,0,0,Autre, ,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,"5° 56' 11,963"" E","50° 37' 31,059"" N"
959,960,536,0,"217491,072 m","99507,353 m",387,Marloie,536,41620112603,0, ,Emplacement v‚los f1,N/A 1581 - A droite du BV,0,0,0, ,SNCB,Parking ext‚rieur,24,0,0,0,6,0,0,0,0,0,30,24,6,0,0,"5° 58' 22,578"" E","50° 39' 36,513"" N"
960,961,816,0,"217481,318 m","99492,180 m",388,Marloie,816,41620112603,0, ,Emplacement v‚los f1,accès quai 2,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"6° 2' 31,454"" E","50° 42' 34,535"" N"
961,962,818,0,"217491,155 m","99498,600 m",389,Marloie,818,41620112603,0, ,Emplacement v‚los f1,N/A 973,0,0,0, ,SNCB,Abri couvert,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 36' 37,765"" E","50° 38' 40,302"" N"
962,963,815,0,"214184,834 m","94694,808 m",390,Rochefort-Jemelle,815,41620118001,0, ,Emplacement v‚los f1,"Devant BV Avenue du pont
Devant la gare rue Marechal Foch",0,0,0, ,SNCB,Abri couvert,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,"5° 41' 27,951"" E","50° 44' 17,718"" N"
963,964,564,0,"214116,471 m","94746,663 m",391,Rochefort-Jemelle,564,41620118001,0, ,Emplacement v‚los f2,A droite du BV rue mar‚chal Foch,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,4,0,0,0,0,10,6,4,0,0,"5° 41' 28,821"" E","50° 44' 18,257"" N"
964,965,491,0,"214927,420 m","91642,240 m",392,Forrieres,491,41620121101,0, ,Emplacement v‚los f1,Place marcelis accès quai 1,0,0,0, ,SNCB,Abri couvert,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,"5° 40' 16,433"" E","50° 28' 24,499"" N"
965,966,504,0,"215259,811 m","87041,410 m",393,Grupont,504,41620127801,0, ,Emplacement v‚los f1,quai 1,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 52' 46,373"" E","50° 23' 29,669"" N"
966,967,524,0,"222642,074 m","68123,120 m",394,Libramont,524,41620150939,0, ,Emplacement v‚los f1,N/A 1539,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 52' 17,828"" E","50° 22' 11,885"" N"
967,968,823,0,"222596,804 m","68114,491 m",395,Libramont,823,41620150939,0, ,Emplacement v‚los f1,Devant la gare,0,0,0, ,SNCB,Parking ext‚rieur,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,"5° 54' 30,102"" E","50° 16' 45,230"" N"
968,969,550,0,"227919,457 m","60865,802 m",396,Neufchateau,550,41620160201,0, ,Emplacement v‚los f1,quai 1 sous l'auvent,0,0,0, ,SNCB,Abri couvert,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 57' 8,536"" E","50° 11' 25,702"" N"
969,970,533,0,"234390,379 m","46892,098 m",397,Marbehan,533,41620176001,0, ,Emplacement v‚los f1,bahnofstrasse,0,0,0,Bƒtiment,SNCB,Parking ext‚rieur,12,0,0,0,0,0,0,0,0,0,12,12,0,0,-1,"6° 2' 9,259"" E","50° 38' 8,336"" N"
970,971,505,0,"241159,818 m","45948,634 m",398,Habay,505,41620183501,0, ,Emplacement v‚los f2,sur quai 2,0,0,0,Cl“ture,SNCB,Abri couvert,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,"6° 2' 14,238"" E","50° 38' 8,150"" N"
971,972,573,0,"250989,370 m","43079,040 m",399,Stockem,573,41620192101,0, ,Emplacement v‚los f1,entr‚e rue angleur,0,0,0, ,SNCB,· l'air libre,0,12,0,0,0,0,0,0,0,0,12,12,0,0,0,"5° 34' 58,726"" E","50° 34' 16,666"" N"
972,973,584,0,"252282,107 m","42800,046 m",400,Viville,584,41620192103,0, ,Emplacement v‚los f1,avenue du monceau entr‚e quai 2,0,0,0, ,SNCB,· l'air libre,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"5° 35' 9,172"" E","50° 32' 52,301"" N"
